chromosome	coordinate	GC_content	HFC
DcoB	60350000	0.35767	non-HFC
DcoB	60450000	0.37183	non-HFC
DcoB	60550000	0.34981	HFC
DcoB	60650000	0.35463	HFC
DcoB	60750000	0.3632	HFC
DcoB	60850000	0.36835	HFC
DcoB	60950000	0.37547	HFC
DcoB	61050000	0.36065	HFC
DcoB	61150000	0.36789	HFC
DcoB	61250000	0.37429	HFC
DcoB	61350000	0.39444	HFC
DcoB	61450000	0.37044	HFC
DcoB	61550000	0.39456	HFC
DcoB	61650000	0.40483	HFC
DcoB	61750000	0.36354	HFC
DcoB	61850000	0.37042	HFC
DcoB	61950000	0.38069	HFC
DcoB	62050000	0.36308	HFC
DcoB	62150000	0.37742	HFC
DcoB	62250000	0.35408	HFC
DcoB	62350000	0.36635	HFC
DcoB	62450000	0.36991	HFC
DcoB	62550000	0.37464	HFC
DcoB	62650000	0.39557	HFC
DcoB	62750000	0.43487	HFC
DcoB	62850000	0.41251	HFC
DcoB	62950000	0.42333	HFC
DcoB	63050000	0.41705	HFC
DcoB	63150000	0.3907	HFC
DcoB	63250000	0.41039	HFC
DcoB	63350000	0.38254	HFC
DcoB	63450000	0.37805	HFC
DcoB	63550000	0.35178	non-HFC
DcoB	63650000	0.35949	non-HFC
DcoB	63750000	0.34837	non-HFC
DcoB	63850000	0.36147	non-HFC
DcoB	63950000	0.36315	non-HFC
DcoB	64050000	0.36847	non-HFC
DcoB	64150000	0.34027	non-HFC
DcoB	64250000	0.34834	non-HFC
DcoB	64350000	0.35307	non-HFC
DcoB	64450000	0.35527	non-HFC
DcoB	64550000	0.35539	non-HFC
DcoB	64650000	0.36166	non-HFC
DcoB	64750000	0.35008	non-HFC
DcoB	64850000	0.35526	non-HFC
DcoB	64950000	0.35524	non-HFC
DcoB	65050000	0.35631	non-HFC
DcoB	65150000	0.35482	non-HFC
DcoB	65250000	0.36573	non-HFC
DcoB	65350000	0.35896	non-HFC
DcoB	65450000	0.34605	non-HFC
DcoB	65550000	0.35865	non-HFC
DcoB	65650000	0.35899	non-HFC
DcoB	65750000	0.35229	non-HFC
DcoB	65850000	0.35016	non-HFC
DcoB	65950000	0.35549	non-HFC
DcoB	66050000	0.35875	non-HFC
DcoB	66150000	0.33921	non-HFC
DcoB	66250000	0.35834	non-HFC
DcoB	66350000	0.35294	non-HFC
DcoB	66450000	0.37996	non-HFC
DcoB	66550000	0.37194	non-HFC
DcoB	66650000	0.3798	non-HFC
DcoB	66750000	0.36291	non-HFC
DcoB	66850000	0.38353	non-HFC
DcoB	66950000	0.37196	non-HFC
DcoB	67050000	0.36702	non-HFC
DcoB	67150000	0.38601	non-HFC
DcoB	67250000	0.37689	non-HFC
DcoB	67350000	0.37338	non-HFC
DcoB	67450000	0.37534	non-HFC
DcoB	67550000	0.37475	non-HFC
DcoB	67650000	0.37644	non-HFC
DcoB	67750000	0.37985	non-HFC
DcoB	67850000	0.37951	non-HFC
DcoB	67950000	0.36809	non-HFC
DcoB	68050000	0.37917	non-HFC
DcoB	68150000	0.3748	non-HFC
DcoB	68250000	0.38126	non-HFC
DcoB	68350000	0.37704	non-HFC
DcoB	68450000	0.37181	non-HFC
DcoB	68550000	0.3837	non-HFC
DcoB	68650000	0.37979	non-HFC
DcoB	68750000	0.36694	non-HFC
DcoB	68850000	0.37394	non-HFC
DcoB	68950000	0.36809	non-HFC
DcoB	69050000	0.36987	non-HFC
DcoB	69150000	0.38252	non-HFC
DcoB	69250000	0.38195	non-HFC
DcoB	69350000	0.37581	non-HFC
DcoB	69450000	0.37339	non-HFC
DcoB	69550000	0.37019	non-HFC
DcoB	69650000	0.37682	non-HFC
DcoB	69750000	0.37123	non-HFC
DcoB	69850000	0.38258	non-HFC
DcoB	69950000	0.36067	non-HFC
DcoB	70050000	0.37978	non-HFC
DcoB	70150000	0.36695	non-HFC
DcoB	70250000	0.36114	non-HFC
DcoB	70350000	0.36932	non-HFC
DcoB	70450000	0.38271	non-HFC
DcoB	70550000	0.37687	non-HFC
DcoB	70650000	0.38341	non-HFC
DcoB	70750000	0.37029	non-HFC
DcoB	70850000	0.38731	non-HFC
DcoB	70950000	0.37314	non-HFC
DcoB	71050000	0.36099	non-HFC
DcoB	71150000	0.35419839679358717	non-HFC
DcoB	71250000	0.36041	non-HFC
DcoB	71350000	0.36168	non-HFC
DcoB	71450000	0.35877	non-HFC
DcoB	71550000	0.36471	non-HFC
DcoB	71650000	0.36799	non-HFC
DcoB	71750000	0.36011	non-HFC
DcoB	71850000	0.35943	non-HFC
DcoB	71950000	0.35509	non-HFC
DcoB	72050000	0.35496	non-HFC
DcoB	72150000	0.34738	non-HFC
DcoB	72250000	0.35096	non-HFC
DcoB	72350000	0.35331	non-HFC
DcoB	72450000	0.36322	non-HFC
DcoB	72550000	0.36085	non-HFC
DcoB	72650000	0.35277	non-HFC
DcoB	72750000	0.34985	non-HFC
DcoB	72850000	0.35145	non-HFC
DcoB	72950000	0.36338	non-HFC
DcoB	73050000	0.36968	non-HFC
DcoB	73150000	0.3574	non-HFC
DcoB	73250000	0.35895	non-HFC
DcoB	73350000	0.35702	non-HFC
DcoB	73450000	0.36132	non-HFC
DcoB	73550000	0.35755	non-HFC
DcoB	73650000	0.36292	non-HFC
DcoB	73750000	0.36029	non-HFC
DcoB	73850000	0.37963	non-HFC
DcoB	73950000	0.39547	non-HFC
DcoB	74050000	0.42042	HFC
DcoB	74150000	0.44144	HFC
DcoB	74250000	0.38586	HFC
DcoB	74350000	0.3493	HFC
DcoB	74450000	0.35899	HFC
DcoB	74550000	0.36045	HFC
DcoB	74650000	0.36335	HFC
DcoB	74750000	0.3726	HFC
DcoB	74850000	0.40436	HFC
DcoB	74950000	0.40082	HFC
DcoB	75050000	0.40209	HFC
DcoB	75150000	0.41961	HFC
DcoB	75250000	0.40765	HFC
DcoB	75350000	0.39525	HFC
DcoB	75450000	0.3785	HFC
DcoB	75550000	0.3566	HFC
DcoB	75650000	0.36752	HFC
DcoB	75750000	0.37385	HFC
DcoB	75850000	0.35354	HFC
DcoB	75950000	0.35919	HFC
DcoB	76050000	0.35346	HFC
DcoB	76150000	0.35391	HFC
DcoB	76250000	0.35643	HFC
DcoB	76350000	0.36197	HFC
DcoB	76450000	0.36957	HFC
DcoB	76550000	0.35903	HFC
DcoB	76650000	0.37842	HFC
DcoB	76750000	0.37886	HFC
DcoB	76850000	0.3613	HFC
DcoB	76950000	0.36365	HFC
DcoB	77050000	0.35266	non-HFC
DcoB	77150000	0.35198	non-HFC
DcoB	77250000	0.36427	non-HFC
DcoB	77350000	0.37319	non-HFC
DcoB	77450000	0.36725	non-HFC
DcoB	77550000	0.36237	non-HFC
DcoB	77650000	0.38465	non-HFC
DcoB	77750000	0.36193	non-HFC
DcoB	77850000	0.37588	non-HFC
DcoB	77950000	0.37833	non-HFC
DcoB	78050000	0.37051	non-HFC
DcoB	78150000	0.37872	non-HFC
DcoB	78250000	0.36673	non-HFC
DcoB	78350000	0.3633	non-HFC
DcoB	78450000	0.36823	non-HFC
DcoB	78550000	0.36955	non-HFC
DcoB	78650000	0.3757	non-HFC
DcoB	78750000	0.37	non-HFC
DcoB	78850000	0.3642	non-HFC
DcoB	78950000	0.37234	non-HFC
DcoB	79050000	0.36357	non-HFC
DcoB	79150000	0.37009	non-HFC
DcoB	79250000	0.36446	non-HFC
DcoB	79350000	0.35589	non-HFC
DcoB	79450000	0.37086	non-HFC
DcoB	79550000	0.37857	non-HFC
DcoB	79650000	0.37339	non-HFC
DcoB	79750000	0.37041	non-HFC
DcoB	79850000	0.38515	non-HFC
DcoB	79950000	0.38096	non-HFC
DcoB	80050000	0.37122	non-HFC
DcoB	80150000	0.3809	non-HFC
DcoB	80250000	0.37662	non-HFC
DcoB	80350000	0.38737	non-HFC
DcoB	80450000	0.40227	non-HFC
DcoB	80550000	0.37964	non-HFC
DcoB	80650000	0.3827	non-HFC
DcoB	80750000	0.39489	non-HFC
DcoB	80850000	0.37782	non-HFC
DcoB	80950000	0.3888	non-HFC
DcoB	81050000	0.37403	non-HFC
DcoB	81150000	0.38112	non-HFC
DcoB	81250000	0.38787	non-HFC
DcoB	81350000	0.38527	non-HFC
DcoB	81450000	0.37131	non-HFC
DcoB	81550000	0.38825	non-HFC
DcoB	81650000	0.37058	non-HFC
DcoB	81750000	0.36331	non-HFC
DcoB	81850000	0.37877	non-HFC
DcoB	81950000	0.3945	non-HFC
DcoB	82050000	0.37119	non-HFC
DcoB	82150000	0.3759	non-HFC
DcoB	82250000	0.3792	non-HFC
DcoB	82350000	0.38122	non-HFC
DcoB	82450000	0.37979	non-HFC
DcoB	82550000	0.3832	non-HFC
DcoB	82650000	0.38041	non-HFC
DcoB	82750000	0.37749	non-HFC
DcoB	82850000	0.37236	non-HFC
DcoB	82950000	0.38299	non-HFC
DcoB	83050000	0.36833	non-HFC
DcoB	83150000	0.37024	non-HFC
DcoB	83250000	0.38238	non-HFC
DcoB	83350000	0.36894	non-HFC
DcoB	83450000	0.37665	non-HFC
DcoB	83550000	0.38196	non-HFC
DcoB	83650000	0.36548	non-HFC
DcoB	83750000	0.3774	non-HFC
DcoB	83850000	0.35287	non-HFC
DcoB	83950000	0.37457	non-HFC
DcoB	84050000	0.36935	non-HFC
DcoB	84150000	0.37989	non-HFC
DcoB	84250000	0.3706	non-HFC
DcoB	84350000	0.35834	non-HFC
DcoB	84450000	0.37235	non-HFC
DcoB	84550000	0.34689	non-HFC
DcoB	84650000	0.35079	non-HFC
DcoB	84750000	0.3789	non-HFC
DcoB	84850000	0.37687	non-HFC
DcoB	84950000	0.37098	non-HFC
DcoB	85050000	0.43078	non-HFC
DcoB	85150000	0.41526	non-HFC
DcoB	85250000	0.35936	non-HFC
DcoB	85350000	0.34851	non-HFC
DcoB	85450000	0.36172	non-HFC
DcoB	85550000	0.37877	non-HFC
DcoB	85650000	0.39141	non-HFC
DcoB	85750000	0.38271	non-HFC
DcoB	85850000	0.38448	non-HFC
DcoB	85950000	0.37073	non-HFC
DcoB	86050000	0.36716	non-HFC
DcoB	86150000	0.37036	non-HFC
DcoB	86250000	0.36367	non-HFC
DcoB	86350000	0.38979	non-HFC
DcoB	86450000	0.35394	non-HFC
DcoB	86550000	0.36444	non-HFC
DcoB	86650000	0.37032	non-HFC
DcoB	86750000	0.36668	non-HFC
DcoB	86850000	0.34872	non-HFC
DcoB	86950000	0.35752	non-HFC
DcoB	87050000	0.37634	non-HFC
DcoB	87150000	0.36175	non-HFC
DcoB	87250000	0.35933	non-HFC
DcoB	87350000	0.38079	non-HFC
DcoB	87450000	0.38643	non-HFC
DcoB	87550000	0.38655	non-HFC
DcoB	87650000	0.36404	non-HFC
DcoB	87708852	0.35754631721644825	non-HFC
DpaA	50000	0.35233	non-HFC
DpaA	150000	0.35533	non-HFC
DpaA	250000	0.36405	non-HFC
DpaA	350000	0.36455911823647297	non-HFC
DpaA	450000	0.35655	non-HFC
DpaA	550000	0.36045	non-HFC
DpaA	650000	0.36631	non-HFC
DpaA	750000	0.39115	non-HFC
DpaA	850000	0.38327	non-HFC
DpaA	950000	0.38129	non-HFC
DpaA	1050000	0.35883	non-HFC
DpaA	1150000	0.39098	non-HFC
DpaA	1250000	0.38492	non-HFC
DpaA	1350000	0.39308	non-HFC
DpaA	1450000	0.40342	non-HFC
DpaA	1550000	0.38415	non-HFC
DpaA	1650000	0.38188	non-HFC
DpaA	1750000	0.36845	non-HFC
DpaA	1850000	0.41032	non-HFC
DpaA	1950000	0.40873	non-HFC
DpaA	2050000	0.34718	non-HFC
DpaA	2150000	0.46018036072144286	non-HFC
DpaA	2250000	0.42618	non-HFC
DpaA	2350000	0.34771	non-HFC
DpaA	2450000	0.38326	non-HFC
DpaA	2550000	0.37929	non-HFC
DpaA	2650000	0.36703	non-HFC
DpaA	2750000	0.37527	non-HFC
DpaA	2850000	0.36138	non-HFC
DpaA	2950000	0.34808	non-HFC
DpaA	3050000	0.35186	non-HFC
DpaA	3150000	0.35359	non-HFC
DpaA	3250000	0.34599	non-HFC
DpaA	3350000	0.35978	non-HFC
DpaA	3450000	0.35478	non-HFC
DpaA	3550000	0.37633	non-HFC
DpaA	3650000	0.37034	non-HFC
DpaA	3750000	0.36112	non-HFC
DpaA	3850000	0.35832	non-HFC
DpaA	3950000	0.36389	non-HFC
DpaA	4050000	0.35898	non-HFC
DpaA	4150000	0.36291	non-HFC
DpaA	4250000	0.3621	non-HFC
DpaA	4350000	0.36386	non-HFC
DpaA	4450000	0.38547	non-HFC
DpaA	4550000	0.37145	non-HFC
DpaA	4650000	0.36268	non-HFC
DpaA	4750000	0.35644	non-HFC
DpaA	4850000	0.3687	non-HFC
DpaA	4950000	0.35832	non-HFC
DpaA	5050000	0.36079	non-HFC
DpaA	5150000	0.35474	non-HFC
DpaA	5250000	0.3783	non-HFC
DpaA	5350000	0.36554	non-HFC
DpaA	5450000	0.36333	non-HFC
DpaA	5550000	0.36453	non-HFC
DpaA	5650000	0.37053	non-HFC
DpaA	5750000	0.35665	non-HFC
DpaA	5850000	0.37034	non-HFC
DpaA	5950000	0.36715	non-HFC
DpaA	6050000	0.35123	non-HFC
DpaA	6150000	0.35614	non-HFC
DpaA	6250000	0.34877	non-HFC
DpaA	6350000	0.35603	non-HFC
DpaA	6450000	0.35967	non-HFC
DpaA	6550000	0.36829	non-HFC
DpaA	6650000	0.36556	non-HFC
DpaA	6750000	0.36806	non-HFC
DpaA	6850000	0.36359	non-HFC
DpaA	6950000	0.36188	non-HFC
DpaA	7050000	0.44057	non-HFC
DpaA	7150000	0.38037	non-HFC
DpaA	7250000	0.36606	non-HFC
DpaA	7350000	0.35856	non-HFC
DpaA	7450000	0.37979	non-HFC
DpaA	7550000	0.37103	non-HFC
DpaA	7650000	0.3635	non-HFC
DpaA	7750000	0.38224	non-HFC
DpaA	7850000	0.3808	non-HFC
DpaA	7950000	0.37689	non-HFC
DpaA	8050000	0.36773	non-HFC
DpaA	8150000	0.3794	non-HFC
DpaA	8250000	0.37536	non-HFC
DpaA	8350000	0.36517	non-HFC
DpaA	8450000	0.34004	non-HFC
DpaA	8550000	0.36136	non-HFC
DpaA	8650000	0.36356	non-HFC
DpaA	8750000	0.3593	non-HFC
DpaA	8850000	0.37671	non-HFC
DpaA	8950000	0.36934	non-HFC
DpaA	9050000	0.3815	non-HFC
DpaA	9150000	0.3791	non-HFC
DpaA	9250000	0.39412	non-HFC
DpaA	9350000	0.38699	non-HFC
DpaA	9450000	0.37849	non-HFC
DpaA	9550000	0.37017	non-HFC
DpaA	9650000	0.3671	non-HFC
DpaA	9750000	0.36512	non-HFC
DpaA	9850000	0.37002	non-HFC
DpaA	9950000	0.38307	non-HFC
DpaA	10050000	0.38134	HFC
DpaA	10150000	0.37794	HFC
DpaA	10250000	0.37039	HFC
DpaA	10350000	0.35652	HFC
DpaA	10450000	0.35667	HFC
DpaA	10550000	0.36209	HFC
DpaA	10650000	0.36446	HFC
DpaA	10750000	0.36286	HFC
DpaA	10850000	0.35365	HFC
DpaA	10950000	0.36324	HFC
DpaA	11050000	0.34652	HFC
DpaA	11150000	0.36562	HFC
DpaA	11250000	0.36179	HFC
DpaA	11350000	0.36686	HFC
DpaA	11450000	0.3614	HFC
DpaA	11550000	0.37854	HFC
DpaA	11650000	0.35456	HFC
DpaA	11750000	0.37251	HFC
DpaA	11850000	0.41163	HFC
DpaA	11950000	0.36759	HFC
DpaA	12050000	0.36056	HFC
DpaA	12150000	0.35778	HFC
DpaA	12250000	0.35455	HFC
DpaA	12350000	0.36871	HFC
DpaA	12450000	0.3547	HFC
DpaA	12550000	0.36805	HFC
DpaA	12650000	0.38121	HFC
DpaA	12750000	0.38358	HFC
DpaA	12850000	0.42204	HFC
DpaA	12950000	0.3983	HFC
DpaA	13050000	0.40374	non-HFC
DpaA	13150000	0.42381	non-HFC
DpaA	13250000	0.38717	non-HFC
DpaA	13350000	0.36239	non-HFC
DpaA	13450000	0.3582	non-HFC
DpaA	13550000	0.3688	non-HFC
DpaA	13650000	0.34314	non-HFC
DpaA	13750000	0.35392	non-HFC
DpaA	13850000	0.35945	non-HFC
DpaA	13950000	0.35705	non-HFC
DpaA	14050000	0.36021	non-HFC
DpaA	14150000	0.34334	non-HFC
DpaA	14250000	0.34807	non-HFC
DpaA	14350000	0.36091	non-HFC
DpaA	14450000	0.35139	non-HFC
DpaA	14550000	0.35181	non-HFC
DpaA	14650000	0.34797	non-HFC
DpaA	14750000	0.34385	non-HFC
DpaA	14850000	0.36212	non-HFC
DpaA	14950000	0.32857	non-HFC
DpaA	15050000	0.35405	non-HFC
DpaA	15150000	0.35089	non-HFC
DpaA	15250000	0.35726	non-HFC
DpaA	15350000	0.34604	non-HFC
DpaA	15450000	0.35158	non-HFC
DpaA	15550000	0.35833	non-HFC
DpaA	15650000	0.34521	non-HFC
DpaA	15750000	0.36847	non-HFC
DpaA	15850000	0.35989	non-HFC
DpaA	15950000	0.36996	non-HFC
DpaA	16050000	0.35635	non-HFC
DpaA	16150000	0.35961	non-HFC
DpaA	16250000	0.37185	non-HFC
DpaA	16350000	0.34301	non-HFC
DpaA	16450000	0.36207	non-HFC
DpaA	16550000	0.36651	non-HFC
DpaA	16650000	0.37078	non-HFC
DpaA	16750000	0.36897	non-HFC
DpaA	16850000	0.38152	non-HFC
DpaA	16950000	0.37874	non-HFC
DpaA	17050000	0.37751	non-HFC
DpaA	17150000	0.38267	non-HFC
DpaA	17250000	0.36572	non-HFC
DpaA	17350000	0.35856	non-HFC
DpaA	17450000	0.37829	non-HFC
DpaA	17550000	0.38578	non-HFC
DpaA	17650000	0.37191	non-HFC
DpaA	17750000	0.39877	non-HFC
DpaA	17850000	0.37332	non-HFC
DpaA	17950000	0.39427	non-HFC
DpaA	18050000	0.3808	non-HFC
DpaA	18150000	0.39519	non-HFC
DpaA	18250000	0.38301	non-HFC
DpaA	18350000	0.3727	non-HFC
DpaA	18450000	0.36628	non-HFC
DpaA	18550000	0.38508	non-HFC
DpaA	18650000	0.37477	non-HFC
DpaA	18750000	0.3858	non-HFC
DpaA	18850000	0.38487	non-HFC
DpaA	18950000	0.37453	non-HFC
DpaA	19050000	0.36946	non-HFC
DpaA	19150000	0.3791	non-HFC
DpaA	19250000	0.38535	non-HFC
DpaA	19350000	0.37	non-HFC
DpaA	19450000	0.37198	non-HFC
DpaA	19550000	0.37258	non-HFC
DpaA	19650000	0.37456	non-HFC
DpaA	19750000	0.387625250501002	non-HFC
DpaA	19850000	0.37883	non-HFC
DpaA	19950000	0.37444	non-HFC
DpaA	20050000	0.36961	non-HFC
DpaA	20150000	0.37391	non-HFC
DpaA	20250000	0.39189	non-HFC
DpaA	20350000	0.38714	non-HFC
DpaA	20450000	0.39306	non-HFC
DpaA	20550000	0.37969	non-HFC
DpaA	20650000	0.3774	non-HFC
DpaA	20750000	0.38594	non-HFC
DpaA	20850000	0.37964	non-HFC
DpaA	20950000	0.38197	non-HFC
DpaA	21050000	0.38353	non-HFC
DpaA	21150000	0.38378	non-HFC
DpaA	21250000	0.37941	non-HFC
DpaA	21350000	0.3802	non-HFC
DpaA	21450000	0.38738	non-HFC
DpaA	21550000	0.38275	non-HFC
DpaA	21650000	0.3886	non-HFC
DpaA	21750000	0.37389	non-HFC
DpaA	21850000	0.39269	non-HFC
DpaA	21950000	0.37016	non-HFC
DpaA	22050000	0.38991	non-HFC
DpaA	22150000	0.38163	non-HFC
DpaA	22250000	0.37169	non-HFC
DpaA	22350000	0.3716	non-HFC
DpaA	22450000	0.38539	non-HFC
DpaA	22550000	0.37827	non-HFC
DpaA	22650000	0.38158	non-HFC
DpaA	22750000	0.3826	non-HFC
DpaA	22850000	0.36573	non-HFC
DpaA	22950000	0.37611	non-HFC
DpaA	23050000	0.37431	non-HFC
DpaA	23150000	0.3731	non-HFC
DpaA	23250000	0.37439	non-HFC
DpaA	23350000	0.37322	non-HFC
DpaA	23450000	0.3815	non-HFC
DpaA	23550000	0.3706012024048096	non-HFC
DpaA	23650000	0.37827	non-HFC
DpaA	23750000	0.35633	non-HFC
DpaA	23850000	0.35812	non-HFC
DpaA	23950000	0.36528	non-HFC
DpaA	24050000	0.36267	non-HFC
DpaA	24150000	0.36175	non-HFC
DpaA	24250000	0.37129	non-HFC
DpaA	24350000	0.36184	non-HFC
DpaA	24450000	0.37228	non-HFC
DpaA	24550000	0.36952	non-HFC
DpaA	24650000	0.37715	non-HFC
DpaA	24750000	0.37878	non-HFC
DpaA	24850000	0.35905	non-HFC
DpaA	24950000	0.35641	non-HFC
DpaA	25050000	0.37683	non-HFC
DpaA	25150000	0.37979	non-HFC
DpaA	25250000	0.36891	non-HFC
DpaA	25350000	0.37176	non-HFC
DpaA	25450000	0.34437	non-HFC
DpaA	25550000	0.36774	non-HFC
DpaA	25650000	0.36899	non-HFC
DpaA	25750000	0.36727	HFC
DpaA	25850000	0.35537	HFC
DpaA	25950000	0.36117	HFC
DpaA	26050000	0.35703	HFC
DpaA	26150000	0.3512	HFC
DpaA	26250000	0.35781	HFC
DpaA	26350000	0.36956	HFC
DpaA	26450000	0.36076	HFC
DpaA	26550000	0.36058	HFC
DpaA	26650000	0.37042	HFC
DpaA	26750000	0.40233	HFC
DpaA	26850000	0.39095	HFC
DpaA	26950000	0.41823	HFC
DpaA	27050000	0.40816	HFC
DpaA	27150000	0.428	HFC
DpaA	27250000	0.41919	HFC
DpaA	27350000	0.39505	HFC
DpaA	27450000	0.37281	HFC
DpaA	27550000	0.37152	HFC
DpaA	27650000	0.38919	HFC
DpaA	27750000	0.35515	HFC
DpaA	27850000	0.40345	HFC
DpaA	27950000	0.36561	HFC
DpaA	28050000	0.38334	HFC
DpaA	28150000	0.37569	HFC
DpaA	28250000	0.37952	HFC
DpaA	28350000	0.40558	HFC
DpaA	28450000	0.36633534136546186	HFC
DpaA	28550000	0.36278	HFC
DpaA	28650000	0.36036	HFC
DpaA	28750000	0.35297	HFC
DpaA	28850000	0.3722	non-HFC
DpaA	28950000	0.37465	non-HFC
DpaA	29050000	0.35201	non-HFC
DpaA	29150000	0.36828	non-HFC
DpaA	29250000	0.33983	non-HFC
DpaA	29350000	0.35996	non-HFC
DpaA	29450000	0.36076	non-HFC
DpaA	29550000	0.37158	non-HFC
DpaA	29650000	0.36925	non-HFC
DpaA	29750000	0.36819	non-HFC
DpaA	29850000	0.35712	non-HFC
DpaA	29950000	0.37333	non-HFC
DpaA	30050000	0.35962	non-HFC
DpaA	30150000	0.36126	non-HFC
DpaA	30250000	0.37155	non-HFC
DpaA	30350000	0.3551	non-HFC
DpaA	30450000	0.35744	non-HFC
DpaA	30550000	0.35342	non-HFC
DpaA	30650000	0.36759	non-HFC
DpaA	30750000	0.37974	non-HFC
DpaA	30850000	0.37351	non-HFC
DpaA	30950000	0.36682	non-HFC
DpaA	31050000	0.37833	non-HFC
DpaA	31150000	0.37162	non-HFC
DpaA	31250000	0.36471	non-HFC
DpaA	31350000	0.37551	non-HFC
DpaA	31450000	0.37861	non-HFC
DpaA	31550000	0.38033	non-HFC
DpaA	31650000	0.37859	non-HFC
DpaA	31750000	0.37414	non-HFC
DpaA	31850000	0.37949	non-HFC
DpaA	31950000	0.39471	non-HFC
DpaA	32050000	0.37769	non-HFC
DpaA	32150000	0.35956	non-HFC
DpaA	32250000	0.39373	non-HFC
DpaA	32350000	0.38119	non-HFC
DpaA	32450000	0.38002	non-HFC
DpaA	32550000	0.35068	non-HFC
DpaA	32650000	0.34827	non-HFC
DpaA	32750000	0.37792	non-HFC
DpaA	32850000	0.41865	non-HFC
DpaA	32950000	0.38414	non-HFC
DpaA	33050000	0.37903	non-HFC
DpaA	33150000	0.37635	non-HFC
DpaA	33250000	0.36463	non-HFC
DpaA	33350000	0.35917	non-HFC
DpaA	33450000	0.35612224448897795	non-HFC
DpaA	33550000	0.37671	non-HFC
DpaA	33650000	0.3726	non-HFC
DpaA	33750000	0.37585	non-HFC
DpaA	33850000	0.38232	non-HFC
DpaA	33950000	0.39665	non-HFC
DpaA	34050000	0.3978	non-HFC
DpaA	34150000	0.38797	non-HFC
DpaA	34250000	0.38278	non-HFC
DpaA	34350000	0.39837	non-HFC
DpaA	34450000	0.37071	non-HFC
DpaA	34550000	0.36544	non-HFC
DpaA	34650000	0.3784	non-HFC
DpaA	34750000	0.41544	non-HFC
DpaA	34850000	0.36744	non-HFC
DpaA	34950000	0.37925	non-HFC
DpaA	35050000	0.36899	non-HFC
DpaA	35150000	0.36441	non-HFC
DpaA	35250000	0.37338	non-HFC
DpaA	35350000	0.37029	non-HFC
DpaA	35450000	0.37534	non-HFC
DpaA	35550000	0.37164	non-HFC
DpaA	35650000	0.37183	non-HFC
DpaA	35750000	0.38422	non-HFC
DpaA	35850000	0.37156	non-HFC
DpaA	35950000	0.38116	non-HFC
DpaA	36050000	0.38555	non-HFC
DpaA	36150000	0.38885	non-HFC
DpaA	36250000	0.37254	non-HFC
DpaA	36350000	0.38049	non-HFC
DpaA	36450000	0.38531	non-HFC
DpaA	36550000	0.37932	non-HFC
DpaA	36650000	0.38162	non-HFC
DpaA	36750000	0.38935	non-HFC
DpaA	36850000	0.3830260521042084	non-HFC
DpaA	36950000	0.38101	non-HFC
DpaA	37050000	0.38389	non-HFC
DpaA	37150000	0.38415	non-HFC
DpaA	37250000	0.38728	non-HFC
DpaA	37350000	0.36589	non-HFC
DpaA	37450000	0.37621	non-HFC
DpaA	37550000	0.3435	HFC
DpaA	37650000	0.36283	HFC
DpaA	37750000	0.35417	HFC
DpaA	37850000	0.36447	HFC
DpaA	37950000	0.36262	HFC
DpaA	38050000	0.39262	HFC
DpaA	38150000	0.40066	HFC
DpaA	38250000	0.38064	HFC
DpaA	38350000	0.38428	HFC
DpaA	38450000	0.36947	HFC
DpaA	38550000	0.39659	HFC
DpaA	38650000	0.40063	HFC
DpaA	38750000	0.39777	HFC
DpaA	38850000	0.39429	HFC
DpaA	38950000	0.38684	HFC
DpaA	39050000	0.38705	HFC
DpaA	39150000	0.38651	HFC
DpaA	39250000	0.40749	HFC
DpaA	39350000	0.38284	HFC
DpaA	39450000	0.39814	HFC
DpaA	39550000	0.37054	HFC
DpaA	39650000	0.37352	HFC
DpaA	39750000	0.3584	HFC
DpaA	39850000	0.36157	HFC
DpaA	39950000	0.36372	HFC
DpaA	40050000	0.37487	HFC
DpaA	40150000	0.36523	HFC
DpaA	40250000	0.36923	HFC
DpaA	40350000	0.37492	HFC
DpaA	40450000	0.36106	HFC
DpaA	40550000	0.36292	non-HFC
DpaA	40650000	0.36097	non-HFC
DpaA	40750000	0.35394	non-HFC
DpaA	40850000	0.38763	non-HFC
DpaA	40950000	0.36743	non-HFC
DpaA	41050000	0.35761	non-HFC
DpaA	41150000	0.37205	non-HFC
DpaA	41250000	0.36546	non-HFC
DpaA	41350000	0.37725	non-HFC
DpaA	41450000	0.38625	non-HFC
DpaA	41550000	0.36745	non-HFC
DpaA	41650000	0.37971	non-HFC
DpaA	41750000	0.37566	non-HFC
DpaA	41850000	0.36433	non-HFC
DpaA	41950000	0.38399	non-HFC
DpaA	42050000	0.36386	non-HFC
DpaA	42150000	0.3927	non-HFC
DpaA	42250000	0.38811	non-HFC
DpaA	42350000	0.37233	non-HFC
DpaA	42450000	0.38161	non-HFC
DpaA	42550000	0.38358	non-HFC
DpaA	42650000	0.386	non-HFC
DpaA	42750000	0.37434	non-HFC
DpaA	42850000	0.39218	non-HFC
DpaA	42950000	0.37680360721442885	non-HFC
DpaA	43050000	0.37988	non-HFC
DpaA	43150000	0.37537	non-HFC
DpaA	43250000	0.37018	non-HFC
DpaA	43350000	0.36942	non-HFC
DpaA	43450000	0.36049	non-HFC
DpaA	43550000	0.36705	non-HFC
DpaA	43650000	0.3643	non-HFC
