chromosome	coordinate	repeat_density	HFC
DcoB	60250000	0.03005	non-HFC
DcoB	60350000	0.15264	non-HFC
DcoB	60450000	0.11807	non-HFC
DcoB	60550000	0.30434	HFC
DcoB	60650000	0.11833	HFC
DcoB	60750000	0.15167	HFC
DcoB	60850000	0.09601	HFC
DcoB	60950000	0.10368	HFC
DcoB	61050000	0.12055	HFC
DcoB	61150000	0.07965	HFC
DcoB	61250000	0.1731	HFC
DcoB	61350000	0.10485	HFC
DcoB	61450000	0.10916	HFC
DcoB	61550000	0.16911	HFC
DcoB	61650000	0.09107	HFC
DcoB	61750000	0.05749	HFC
DcoB	61850000	0.25781	HFC
DcoB	61950000	0.10848	HFC
DcoB	62050000	0.16298	HFC
DcoB	62150000	0.12375	HFC
DcoB	62250000	0.12208	HFC
DcoB	62350000	0.11218	HFC
DcoB	62450000	0.20501	HFC
DcoB	62550000	0.18824	HFC
DcoB	62650000	0.25206	HFC
DcoB	62750000	0.07693	HFC
DcoB	62850000	0.42453	HFC
DcoB	62950000	0.10354	HFC
DcoB	63050000	0.14109	HFC
DcoB	63150000	0.16059	HFC
DcoB	63250000	0.10999	HFC
DcoB	63350000	0.08626	HFC
DcoB	63450000	0.20207	HFC
DcoB	63550000	0.102	non-HFC
DcoB	63650000	0.3183	non-HFC
DcoB	63750000	0.06485	non-HFC
DcoB	63850000	0.15609	non-HFC
DcoB	63950000	0.09431	non-HFC
DcoB	64050000	0.11416	non-HFC
DcoB	64150000	0.09418	non-HFC
DcoB	64250000	0.2994	non-HFC
DcoB	64350000	0.06242	non-HFC
DcoB	64450000	0.12815	non-HFC
DcoB	64550000	0.10024	non-HFC
DcoB	64650000	0.05361	non-HFC
DcoB	64750000	0.10175	non-HFC
DcoB	64850000	0.15949	non-HFC
DcoB	64950000	0.10076	non-HFC
DcoB	65050000	0.16722	non-HFC
DcoB	65150000	0.16441	non-HFC
DcoB	65250000	0.19812	non-HFC
DcoB	65350000	0.08806	non-HFC
DcoB	65450000	0.11154	non-HFC
DcoB	65550000	0.09562	non-HFC
DcoB	65650000	0.17667	non-HFC
DcoB	65750000	0.22588	non-HFC
DcoB	65850000	0.05335	non-HFC
DcoB	65950000	0.1233	non-HFC
DcoB	66050000	0.22935	non-HFC
DcoB	66150000	0.70447	non-HFC
DcoB	66250000	0.38643	non-HFC
DcoB	66350000	0.04401	non-HFC
DcoB	66450000	0.0399	non-HFC
DcoB	66550000	0.17165	non-HFC
DcoB	66650000	0.0922	non-HFC
DcoB	66750000	0.25241	non-HFC
DcoB	66850000	0.08332	non-HFC
DcoB	66950000	0.20244	non-HFC
DcoB	67050000	0.30555	non-HFC
DcoB	67150000	0.22106	non-HFC
DcoB	67250000	0.26442	non-HFC
DcoB	67350000	0.26497	non-HFC
DcoB	67450000	0.11434	non-HFC
DcoB	67550000	0.147	non-HFC
DcoB	67650000	0.33476	non-HFC
DcoB	67750000	0.27479	non-HFC
DcoB	67850000	0.11623	non-HFC
DcoB	67950000	0.17413	non-HFC
DcoB	68050000	0.11492	non-HFC
DcoB	68150000	0.13944	non-HFC
DcoB	68250000	0.14191	non-HFC
DcoB	68350000	0.10061	non-HFC
DcoB	68450000	0.26256	non-HFC
DcoB	68550000	0.18503	non-HFC
DcoB	68650000	0.10979	non-HFC
DcoB	68750000	0.16989	non-HFC
DcoB	68850000	0.13975	non-HFC
DcoB	68950000	0.21982	non-HFC
DcoB	69050000	0.15913	non-HFC
DcoB	69150000	0.18932	non-HFC
DcoB	69250000	0.10851	non-HFC
DcoB	69350000	0.12401	non-HFC
DcoB	69450000	0.22262	non-HFC
DcoB	69550000	0.22453	non-HFC
DcoB	69650000	0.16236	non-HFC
DcoB	69750000	0.17889	non-HFC
DcoB	69850000	0.1926	non-HFC
DcoB	69950000	0.24832	non-HFC
DcoB	70050000	0.17634	non-HFC
DcoB	70150000	0.33715	non-HFC
DcoB	70250000	0.27865	non-HFC
DcoB	70350000	0.26387	non-HFC
DcoB	70450000	0.12467	non-HFC
DcoB	70550000	0.21699	non-HFC
DcoB	70650000	0.16073	non-HFC
DcoB	70750000	0.13272	non-HFC
DcoB	70850000	0.12334	non-HFC
DcoB	70950000	0.07047	non-HFC
DcoB	71050000	0.16337	non-HFC
DcoB	71150000	0.12193386773547094	non-HFC
DcoB	71250000	0.09497	non-HFC
DcoB	71350000	0.18688	non-HFC
DcoB	71450000	0.09035	non-HFC
DcoB	71550000	0.08391	non-HFC
DcoB	71650000	0.08539	non-HFC
DcoB	71750000	0.21677	non-HFC
DcoB	71850000	0.18854	non-HFC
DcoB	71950000	0.06104	non-HFC
DcoB	72050000	0.09839	non-HFC
DcoB	72150000	0.03952	non-HFC
DcoB	72250000	0.09039	non-HFC
DcoB	72350000	0.07003	non-HFC
DcoB	72450000	0.09387	non-HFC
DcoB	72550000	0.10119	non-HFC
DcoB	72650000	0.06485	non-HFC
DcoB	72750000	0.07075	non-HFC
DcoB	72850000	0.15397	non-HFC
DcoB	72950000	0.14276	non-HFC
DcoB	73050000	0.13731	non-HFC
DcoB	73150000	0.05906	non-HFC
DcoB	73250000	0.11029	non-HFC
DcoB	73350000	0.05347	non-HFC
DcoB	73450000	0.04939	non-HFC
DcoB	73550000	0.07129	non-HFC
DcoB	73650000	0.07582	non-HFC
DcoB	73750000	0.0683	non-HFC
DcoB	73850000	0.17393	non-HFC
DcoB	73950000	0.03253	non-HFC
DcoB	74050000	0.21662	HFC
DcoB	74150000	0.30802	HFC
DcoB	74250000	0.05104	HFC
DcoB	74350000	0.09254	HFC
DcoB	74450000	0.0553	HFC
DcoB	74550000	0.07754	HFC
DcoB	74650000	0.13326	HFC
DcoB	74750000	0.04137	HFC
DcoB	74850000	0.09852	HFC
DcoB	74950000	0.23209	HFC
DcoB	75050000	0.15761	HFC
DcoB	75150000	0.16722	HFC
DcoB	75250000	0.21059	HFC
DcoB	75350000	0.13226	HFC
DcoB	75450000	0.09506	HFC
DcoB	75550000	0.14371	HFC
DcoB	75650000	0.06842	HFC
DcoB	75750000	0.17153	HFC
DcoB	75850000	0.15691	HFC
DcoB	75950000	0.05153	HFC
DcoB	76050000	0.07213	HFC
DcoB	76150000	0.10693	HFC
DcoB	76250000	0.09812	HFC
DcoB	76350000	0.17454	HFC
DcoB	76450000	0.10327	HFC
DcoB	76550000	0.13144	HFC
DcoB	76650000	0.03953	HFC
DcoB	76750000	0.09154	HFC
DcoB	76850000	0.11789	HFC
DcoB	76950000	0.12778	HFC
DcoB	77050000	0.17892	non-HFC
DcoB	77150000	0.02914	non-HFC
DcoB	77250000	0.2794	non-HFC
DcoB	77350000	0.07366	non-HFC
DcoB	77450000	0.09436	non-HFC
DcoB	77550000	0.16917	non-HFC
DcoB	77650000	0.09338	non-HFC
DcoB	77750000	0.17324	non-HFC
DcoB	77850000	0.05329	non-HFC
DcoB	77950000	0.12136	non-HFC
DcoB	78050000	0.06299	non-HFC
DcoB	78150000	0.18451	non-HFC
DcoB	78250000	0.09813	non-HFC
DcoB	78350000	0.34543	non-HFC
DcoB	78450000	0.08905	non-HFC
DcoB	78550000	0.3367	non-HFC
DcoB	78650000	0.0928	non-HFC
DcoB	78750000	0.19091	non-HFC
DcoB	78850000	0.03133	non-HFC
DcoB	78950000	0.31233	non-HFC
DcoB	79050000	0.15295	non-HFC
DcoB	79150000	0.26528	non-HFC
DcoB	79250000	0.22131	non-HFC
DcoB	79350000	0.45803	non-HFC
DcoB	79450000	0.0782	non-HFC
DcoB	79550000	0.15785	non-HFC
DcoB	79650000	0.23426	non-HFC
DcoB	79750000	0.17405	non-HFC
DcoB	79850000	0.11264	non-HFC
DcoB	79950000	0.15342	non-HFC
DcoB	80050000	0.16646	non-HFC
DcoB	80150000	0.21202	non-HFC
DcoB	80250000	0.22156	non-HFC
DcoB	80350000	0.21767	non-HFC
DcoB	80450000	0.11425	non-HFC
DcoB	80550000	0.06929	non-HFC
DcoB	80650000	0.25116	non-HFC
DcoB	80750000	0.14657	non-HFC
DcoB	80850000	0.16184	non-HFC
DcoB	80950000	0.12239	non-HFC
DcoB	81050000	0.09637	non-HFC
DcoB	81150000	0.21233	non-HFC
DcoB	81250000	0.12023	non-HFC
DcoB	81350000	0.27431	non-HFC
DcoB	81450000	0.38332	non-HFC
DcoB	81550000	0.15256	non-HFC
DcoB	81650000	0.34535	non-HFC
DcoB	81750000	0.16342	non-HFC
DcoB	81850000	0.1191	non-HFC
DcoB	81950000	0.09092	non-HFC
DcoB	82050000	0.27514	non-HFC
DcoB	82150000	0.14543	non-HFC
DcoB	82250000	0.14486	non-HFC
DcoB	82350000	0.28169	non-HFC
DcoB	82450000	0.18081	non-HFC
DcoB	82550000	0.32847	non-HFC
DcoB	82650000	0.14564	non-HFC
DcoB	82750000	0.22211	non-HFC
DcoB	82850000	0.30905	non-HFC
DcoB	82950000	0.03798	non-HFC
DcoB	83050000	0.07396	non-HFC
DcoB	83150000	0.19639	non-HFC
DcoB	83250000	0.0283	non-HFC
DcoB	83350000	0.19804	non-HFC
DcoB	83450000	0.12445	non-HFC
DcoB	83550000	0.22334	non-HFC
DcoB	83650000	0.18703	non-HFC
DcoB	83750000	0.06906	non-HFC
DcoB	83850000	0.32865	non-HFC
DcoB	83950000	0.15074	non-HFC
DcoB	84050000	0.42284	non-HFC
DcoB	84150000	0.14536	non-HFC
DcoB	84250000	0.18753	non-HFC
DcoB	84350000	0.40107	non-HFC
DcoB	84450000	0.05451	non-HFC
DcoB	84550000	0.42182	non-HFC
DcoB	84650000	0.20668	non-HFC
DcoB	84750000	0.10615	non-HFC
DcoB	84850000	0.09501	non-HFC
DcoB	84950000	0.2323	non-HFC
DcoB	85050000	0.14727	non-HFC
DcoB	85150000	0.22657	non-HFC
DcoB	85250000	0.15374	non-HFC
DcoB	85350000	0.3191	non-HFC
DcoB	85450000	0.16477	non-HFC
DcoB	85550000	0.10102	non-HFC
DcoB	85650000	0.09007	non-HFC
DcoB	85750000	0.13876	non-HFC
DcoB	85850000	0.09867	non-HFC
DcoB	85950000	0.27189	non-HFC
DcoB	86050000	0.17874	non-HFC
DcoB	86150000	0.14048	non-HFC
DcoB	86250000	0.13755	non-HFC
DcoB	86350000	0.11369	non-HFC
DcoB	86450000	0.09783	non-HFC
DcoB	86550000	0.25165	non-HFC
DcoB	86650000	0.09921	non-HFC
DcoB	86750000	0.21889	non-HFC
DcoB	86850000	0.34615	non-HFC
DcoB	86950000	0.08868	non-HFC
DcoB	87050000	0.22236	non-HFC
DcoB	87150000	0.13673	non-HFC
DcoB	87250000	0.13247	non-HFC
DcoB	87350000	0.16148	non-HFC
DcoB	87450000	0.06363	non-HFC
DcoB	87550000	0.23006	non-HFC
DcoB	87650000	0.50234	non-HFC
DcoB	87708852	1.0	non-HFC
DpaA	50000	0.63722	non-HFC
DpaA	150000	0.29278	non-HFC
DpaA	250000	0.3127	non-HFC
DpaA	350000	0.13493987975951904	non-HFC
DpaA	450000	0.231	non-HFC
DpaA	550000	0.23008	non-HFC
DpaA	650000	0.15679	non-HFC
DpaA	750000	0.15184	non-HFC
DpaA	850000	0.15337	non-HFC
DpaA	950000	0.10723	non-HFC
DpaA	1050000	0.13101	non-HFC
DpaA	1150000	0.10356	non-HFC
DpaA	1250000	0.15076	non-HFC
DpaA	1350000	0.12826	non-HFC
DpaA	1450000	0.14268	non-HFC
DpaA	1550000	0.18766	non-HFC
DpaA	1650000	0.12925	non-HFC
DpaA	1750000	0.2053	non-HFC
DpaA	1850000	0.16242	non-HFC
DpaA	1950000	0.14127	non-HFC
DpaA	2050000	0.21046	non-HFC
DpaA	2150000	0.9530561122244489	non-HFC
DpaA	2250000	0.69404	non-HFC
DpaA	2350000	0.0592	non-HFC
DpaA	2450000	0.18149	non-HFC
DpaA	2550000	0.22805	non-HFC
DpaA	2650000	0.28418	non-HFC
DpaA	2750000	0.08931	non-HFC
DpaA	2850000	0.05794	non-HFC
DpaA	2950000	0.10933	non-HFC
DpaA	3050000	0.15454	non-HFC
DpaA	3150000	0.19974	non-HFC
DpaA	3250000	0.14824	non-HFC
DpaA	3350000	0.12315	non-HFC
DpaA	3450000	0.14679	non-HFC
DpaA	3550000	0.06523	non-HFC
DpaA	3650000	0.11102	non-HFC
DpaA	3750000	0.14541	non-HFC
DpaA	3850000	0.15452	non-HFC
DpaA	3950000	0.12722	non-HFC
DpaA	4050000	0.19695	non-HFC
DpaA	4150000	0.12612	non-HFC
DpaA	4250000	0.13201	non-HFC
DpaA	4350000	0.12344	non-HFC
DpaA	4450000	0.42759	non-HFC
DpaA	4550000	0.21325	non-HFC
DpaA	4650000	0.18221	non-HFC
DpaA	4750000	0.14213	non-HFC
DpaA	4850000	0.04235	non-HFC
DpaA	4950000	0.07333	non-HFC
DpaA	5050000	0.06413	non-HFC
DpaA	5150000	0.06559	non-HFC
DpaA	5250000	0.08733	non-HFC
DpaA	5350000	0.10113	non-HFC
DpaA	5450000	0.15092	non-HFC
DpaA	5550000	0.11203	non-HFC
DpaA	5650000	0.15664	non-HFC
DpaA	5750000	0.09312	non-HFC
DpaA	5850000	0.09243	non-HFC
DpaA	5950000	0.16478	non-HFC
DpaA	6050000	0.40223	non-HFC
DpaA	6150000	0.23452	non-HFC
DpaA	6250000	0.20712	non-HFC
DpaA	6350000	0.21483	non-HFC
DpaA	6450000	0.22532	non-HFC
DpaA	6550000	0.04185	non-HFC
DpaA	6650000	0.1814	non-HFC
DpaA	6750000	0.09564	non-HFC
DpaA	6850000	0.07289	non-HFC
DpaA	6950000	0.1723	non-HFC
DpaA	7050000	0.9921	non-HFC
DpaA	7150000	0.45247	non-HFC
DpaA	7250000	0.18485	non-HFC
DpaA	7350000	0.10061	non-HFC
DpaA	7450000	0.15435	non-HFC
DpaA	7550000	0.08971	non-HFC
DpaA	7650000	0.12826	non-HFC
DpaA	7750000	0.10283	non-HFC
DpaA	7850000	0.09998	non-HFC
DpaA	7950000	0.18903	non-HFC
DpaA	8050000	0.20543	non-HFC
DpaA	8150000	0.17996	non-HFC
DpaA	8250000	0.12971	non-HFC
DpaA	8350000	0.10941	non-HFC
DpaA	8450000	0.24512	non-HFC
DpaA	8550000	0.14393	non-HFC
DpaA	8650000	0.09639	non-HFC
DpaA	8750000	0.10418	non-HFC
DpaA	8850000	0.08872	non-HFC
DpaA	8950000	0.25398	non-HFC
DpaA	9050000	0.1603	non-HFC
DpaA	9150000	0.15802	non-HFC
DpaA	9250000	0.16343	non-HFC
DpaA	9350000	0.13823	non-HFC
DpaA	9450000	0.07506	non-HFC
DpaA	9550000	0.22476	non-HFC
DpaA	9650000	0.17911	non-HFC
DpaA	9750000	0.18879	non-HFC
DpaA	9850000	0.15197	non-HFC
DpaA	9950000	0.17611	non-HFC
DpaA	10050000	0.26322	HFC
DpaA	10150000	0.14522	HFC
DpaA	10250000	0.1672	HFC
DpaA	10350000	0.25076	HFC
DpaA	10450000	0.10164	HFC
DpaA	10550000	0.10305	HFC
DpaA	10650000	0.16937	HFC
DpaA	10750000	0.26383	HFC
DpaA	10850000	0.17956	HFC
DpaA	10950000	0.0585	HFC
DpaA	11050000	0.12284	HFC
DpaA	11150000	0.10599	HFC
DpaA	11250000	0.33865	HFC
DpaA	11350000	0.10396	HFC
DpaA	11450000	0.06764	HFC
DpaA	11550000	0.05612	HFC
DpaA	11650000	0.34816	HFC
DpaA	11750000	0.23583	HFC
DpaA	11850000	0.44685	HFC
DpaA	11950000	0.06739	HFC
DpaA	12050000	0.03317	HFC
DpaA	12150000	0.12003	HFC
DpaA	12250000	0.23006	HFC
DpaA	12350000	0.06672	HFC
DpaA	12450000	0.04862	HFC
DpaA	12550000	0.07651	HFC
DpaA	12650000	0.11121	HFC
DpaA	12750000	0.11836	HFC
DpaA	12850000	0.10359	HFC
DpaA	12950000	0.38934	HFC
DpaA	13050000	0.26361	non-HFC
DpaA	13150000	0.07863	non-HFC
DpaA	13250000	0.12141	non-HFC
DpaA	13350000	0.06284	non-HFC
DpaA	13450000	0.13863	non-HFC
DpaA	13550000	0.1491	non-HFC
DpaA	13650000	0.07397	non-HFC
DpaA	13750000	0.14312	non-HFC
DpaA	13850000	0.09857	non-HFC
DpaA	13950000	0.15133	non-HFC
DpaA	14050000	0.08028	non-HFC
DpaA	14150000	0.04486	non-HFC
DpaA	14250000	0.10324	non-HFC
DpaA	14350000	0.25756	non-HFC
DpaA	14450000	0.09339	non-HFC
DpaA	14550000	0.31591	non-HFC
DpaA	14650000	0.07307	non-HFC
DpaA	14750000	0.09614	non-HFC
DpaA	14850000	0.14725	non-HFC
DpaA	14950000	0.06077	non-HFC
DpaA	15050000	0.11235	non-HFC
DpaA	15150000	0.10696	non-HFC
DpaA	15250000	0.17222	non-HFC
DpaA	15350000	0.07908	non-HFC
DpaA	15450000	0.10317	non-HFC
DpaA	15550000	0.22545	non-HFC
DpaA	15650000	0.09231	non-HFC
DpaA	15750000	0.09122	non-HFC
DpaA	15850000	0.11683	non-HFC
DpaA	15950000	0.07701	non-HFC
DpaA	16050000	0.16015	non-HFC
DpaA	16150000	0.10906	non-HFC
DpaA	16250000	0.09286	non-HFC
DpaA	16350000	0.16032	non-HFC
DpaA	16450000	0.13571	non-HFC
DpaA	16550000	0.17407	non-HFC
DpaA	16650000	0.22316	non-HFC
DpaA	16750000	0.13062	non-HFC
DpaA	16850000	0.17146	non-HFC
DpaA	16950000	0.14627	non-HFC
DpaA	17050000	0.18048	non-HFC
DpaA	17150000	0.11325	non-HFC
DpaA	17250000	0.13722	non-HFC
DpaA	17350000	0.22153	non-HFC
DpaA	17450000	0.21171	non-HFC
DpaA	17550000	0.19344	non-HFC
DpaA	17650000	0.09695	non-HFC
DpaA	17750000	0.10057	non-HFC
DpaA	17850000	0.10447	non-HFC
DpaA	17950000	0.12253	non-HFC
DpaA	18050000	0.35796	non-HFC
DpaA	18150000	0.09917	non-HFC
DpaA	18250000	0.16885	non-HFC
DpaA	18350000	0.14865	non-HFC
DpaA	18450000	0.27734	non-HFC
DpaA	18550000	0.25902	non-HFC
DpaA	18650000	0.15459	non-HFC
DpaA	18750000	0.17085	non-HFC
DpaA	18850000	0.11775	non-HFC
DpaA	18950000	0.17706	non-HFC
DpaA	19050000	0.17955	non-HFC
DpaA	19150000	0.12132	non-HFC
DpaA	19250000	0.13388	non-HFC
DpaA	19350000	0.24774	non-HFC
DpaA	19450000	0.13396	non-HFC
DpaA	19550000	0.09656	non-HFC
DpaA	19650000	0.27511	non-HFC
DpaA	19750000	0.2893687374749499	non-HFC
DpaA	19850000	0.11884	non-HFC
DpaA	19950000	0.06936	non-HFC
DpaA	20050000	0.14884	non-HFC
DpaA	20150000	0.10034	non-HFC
DpaA	20250000	0.0998	non-HFC
DpaA	20350000	0.13646	non-HFC
DpaA	20450000	0.11831	non-HFC
DpaA	20550000	0.17933	non-HFC
DpaA	20650000	0.22428	non-HFC
DpaA	20750000	0.13371	non-HFC
DpaA	20850000	0.12419	non-HFC
DpaA	20950000	0.22304	non-HFC
DpaA	21050000	0.13268	non-HFC
DpaA	21150000	0.14148	non-HFC
DpaA	21250000	0.15849	non-HFC
DpaA	21350000	0.33888	non-HFC
DpaA	21450000	0.17994	non-HFC
DpaA	21550000	0.16623	non-HFC
DpaA	21650000	0.07176	non-HFC
DpaA	21750000	0.26065	non-HFC
DpaA	21850000	0.10686	non-HFC
DpaA	21950000	0.17594	non-HFC
DpaA	22050000	0.14671	non-HFC
DpaA	22150000	0.21427	non-HFC
DpaA	22250000	0.24003	non-HFC
DpaA	22350000	0.38513	non-HFC
DpaA	22450000	0.07174	non-HFC
DpaA	22550000	0.167	non-HFC
DpaA	22650000	0.26671	non-HFC
DpaA	22750000	0.14432	non-HFC
DpaA	22850000	0.16048	non-HFC
DpaA	22950000	0.14311	non-HFC
DpaA	23050000	0.10248	non-HFC
DpaA	23150000	0.14507	non-HFC
DpaA	23250000	0.10678	non-HFC
DpaA	23350000	0.09803	non-HFC
DpaA	23450000	0.03801	non-HFC
DpaA	23550000	0.23376753507014028	non-HFC
DpaA	23650000	0.07599	non-HFC
DpaA	23750000	0.19083	non-HFC
DpaA	23850000	0.11072	non-HFC
DpaA	23950000	0.08465	non-HFC
DpaA	24050000	0.03336	non-HFC
DpaA	24150000	0.22615	non-HFC
DpaA	24250000	0.08563	non-HFC
DpaA	24350000	0.03034	non-HFC
DpaA	24450000	0.07996	non-HFC
DpaA	24550000	0.10615	non-HFC
DpaA	24650000	0.03607	non-HFC
DpaA	24750000	0.05182	non-HFC
DpaA	24850000	0.13278	non-HFC
DpaA	24950000	0.06205	non-HFC
DpaA	25050000	0.11273	non-HFC
DpaA	25150000	0.0141	non-HFC
DpaA	25250000	0.02217	non-HFC
DpaA	25350000	0.05375	non-HFC
DpaA	25450000	0.05525	non-HFC
DpaA	25550000	0.0813	non-HFC
DpaA	25650000	0.09355	non-HFC
DpaA	25750000	0.07646	HFC
DpaA	25850000	0.0422	HFC
DpaA	25950000	0.05334	HFC
DpaA	26050000	0.06906	HFC
DpaA	26150000	0.0708	HFC
DpaA	26250000	0.03544	HFC
DpaA	26350000	0.06385	HFC
DpaA	26450000	0.01782	HFC
DpaA	26550000	0.04147	HFC
DpaA	26650000	0.21214	HFC
DpaA	26750000	0.09258	HFC
DpaA	26850000	0.15601	HFC
DpaA	26950000	0.29825	HFC
DpaA	27050000	0.27899	HFC
DpaA	27150000	0.12634	HFC
DpaA	27250000	0.12683	HFC
DpaA	27350000	0.18583	HFC
DpaA	27450000	0.08911	HFC
DpaA	27550000	0.05635	HFC
DpaA	27650000	0.06834	HFC
DpaA	27750000	0.04805	HFC
DpaA	27850000	0.0475	HFC
DpaA	27950000	0.09713	HFC
DpaA	28050000	0.13835	HFC
DpaA	28150000	0.05607	HFC
DpaA	28250000	0.17755	HFC
DpaA	28350000	0.05636	HFC
DpaA	28450000	0.11038152610441768	HFC
DpaA	28550000	0.07967	HFC
DpaA	28650000	0.13877	HFC
DpaA	28750000	0.02639	HFC
DpaA	28850000	0.0702	non-HFC
DpaA	28950000	0.14049	non-HFC
DpaA	29050000	0.11095	non-HFC
DpaA	29150000	0.10908	non-HFC
DpaA	29250000	0.01754	non-HFC
DpaA	29350000	0.03599	non-HFC
DpaA	29450000	0.09198	non-HFC
DpaA	29550000	0.08751	non-HFC
DpaA	29650000	0.07145	non-HFC
DpaA	29750000	0.02798	non-HFC
DpaA	29850000	0.12557	non-HFC
DpaA	29950000	0.09749	non-HFC
DpaA	30050000	0.11223	non-HFC
DpaA	30150000	0.03227	non-HFC
DpaA	30250000	0.09441	non-HFC
DpaA	30350000	0.03604	non-HFC
DpaA	30450000	0.09467	non-HFC
DpaA	30550000	0.10004	non-HFC
DpaA	30650000	0.02334	non-HFC
DpaA	30750000	0.12562	non-HFC
DpaA	30850000	0.11059	non-HFC
DpaA	30950000	0.23149	non-HFC
DpaA	31050000	0.06674	non-HFC
DpaA	31150000	0.18624	non-HFC
DpaA	31250000	0.06915	non-HFC
DpaA	31350000	0.18075	non-HFC
DpaA	31450000	0.15607	non-HFC
DpaA	31550000	0.18699	non-HFC
DpaA	31650000	0.28526	non-HFC
DpaA	31750000	0.17303	non-HFC
DpaA	31850000	0.2376	non-HFC
DpaA	31950000	0.08658	non-HFC
DpaA	32050000	0.0443	non-HFC
DpaA	32150000	0.09747	non-HFC
DpaA	32250000	0.0898	non-HFC
DpaA	32350000	0.19461	non-HFC
DpaA	32450000	0.02464	non-HFC
DpaA	32550000	0.30077	non-HFC
DpaA	32650000	0.11949	non-HFC
DpaA	32750000	0.15868	non-HFC
DpaA	32850000	0.2267	non-HFC
DpaA	32950000	0.21963	non-HFC
DpaA	33050000	0.13178	non-HFC
DpaA	33150000	0.0452	non-HFC
DpaA	33250000	0.12686	non-HFC
DpaA	33350000	0.14135	non-HFC
DpaA	33450000	0.1689178356713427	non-HFC
DpaA	33550000	0.20223	non-HFC
DpaA	33650000	0.1756	non-HFC
DpaA	33750000	0.06083	non-HFC
DpaA	33850000	0.16447	non-HFC
DpaA	33950000	0.03471	non-HFC
DpaA	34050000	0.12647	non-HFC
DpaA	34150000	0.03784	non-HFC
DpaA	34250000	0.13767	non-HFC
DpaA	34350000	0.0635	non-HFC
DpaA	34450000	0.13981	non-HFC
DpaA	34550000	0.08563	non-HFC
DpaA	34650000	0.22611	non-HFC
DpaA	34750000	0.1577	non-HFC
DpaA	34850000	0.13007	non-HFC
DpaA	34950000	0.09705	non-HFC
DpaA	35050000	0.18481	non-HFC
DpaA	35150000	0.11445	non-HFC
DpaA	35250000	0.05524	non-HFC
DpaA	35350000	0.08589	non-HFC
DpaA	35450000	0.1639	non-HFC
DpaA	35550000	0.07367	non-HFC
DpaA	35650000	0.23284	non-HFC
DpaA	35750000	0.04106	non-HFC
DpaA	35850000	0.19261	non-HFC
DpaA	35950000	0.12848	non-HFC
DpaA	36050000	0.22688	non-HFC
DpaA	36150000	0.14923	non-HFC
DpaA	36250000	0.28883	non-HFC
DpaA	36350000	0.21338	non-HFC
DpaA	36450000	0.07751	non-HFC
DpaA	36550000	0.24121	non-HFC
DpaA	36650000	0.11377	non-HFC
DpaA	36750000	0.19555	non-HFC
DpaA	36850000	0.11806613226452906	non-HFC
DpaA	36950000	0.28923	non-HFC
DpaA	37050000	0.13288	non-HFC
DpaA	37150000	0.27648	non-HFC
DpaA	37250000	0.26142	non-HFC
DpaA	37350000	0.07108	non-HFC
DpaA	37450000	0.12317	non-HFC
DpaA	37550000	0.11578	HFC
DpaA	37650000	0.06515	HFC
DpaA	37750000	0.09917	HFC
DpaA	37850000	0.11377	HFC
DpaA	37950000	0.13717	HFC
DpaA	38050000	0.06812	HFC
DpaA	38150000	0.12954	HFC
DpaA	38250000	0.10064	HFC
DpaA	38350000	0.24079	HFC
DpaA	38450000	0.39047	HFC
DpaA	38550000	0.0958	HFC
DpaA	38650000	0.04411	HFC
DpaA	38750000	0.18022	HFC
DpaA	38850000	0.091	HFC
DpaA	38950000	0.2391	HFC
DpaA	39050000	0.09879	HFC
DpaA	39150000	0.06491	HFC
DpaA	39250000	0.07913	HFC
DpaA	39350000	0.1854	HFC
DpaA	39450000	0.04816	HFC
DpaA	39550000	0.11692	HFC
DpaA	39650000	0.06527	HFC
DpaA	39750000	0.1746	HFC
DpaA	39850000	0.05936	HFC
DpaA	39950000	0.2561	HFC
DpaA	40050000	0.1254	HFC
DpaA	40150000	0.0865	HFC
DpaA	40250000	0.09671	HFC
DpaA	40350000	0.17727	HFC
DpaA	40450000	0.05213	HFC
DpaA	40550000	0.21297	non-HFC
DpaA	40650000	0.09306	non-HFC
DpaA	40750000	0.11697	non-HFC
DpaA	40850000	0.07781	non-HFC
DpaA	40950000	0.06585	non-HFC
DpaA	41050000	0.11653	non-HFC
DpaA	41150000	0.05414	non-HFC
DpaA	41250000	0.26519	non-HFC
DpaA	41350000	0.06179	non-HFC
DpaA	41450000	0.09776	non-HFC
DpaA	41550000	0.05227	non-HFC
DpaA	41650000	0.23447	non-HFC
DpaA	41750000	0.07737	non-HFC
DpaA	41850000	0.09611	non-HFC
DpaA	41950000	0.05488	non-HFC
DpaA	42050000	0.09373	non-HFC
DpaA	42150000	0.27456	non-HFC
DpaA	42250000	0.16482	non-HFC
DpaA	42350000	0.09947	non-HFC
DpaA	42450000	0.21664	non-HFC
DpaA	42550000	0.21177	non-HFC
DpaA	42650000	0.1085	non-HFC
DpaA	42750000	0.11171	non-HFC
DpaA	42850000	0.09227	non-HFC
DpaA	42950000	0.1333567134268537	non-HFC
DpaA	43050000	0.07535	non-HFC
DpaA	43150000	0.07668	non-HFC
DpaA	43250000	0.08045	non-HFC
DpaA	43350000	0.12517	non-HFC
DpaA	43450000	0.06884	non-HFC
DpaA	43550000	0.26622	non-HFC
DpaA	43650000	0.10329	non-HFC
